ID Empleado,Función,Departamento,Unidad,Educación,Género,Tipo de Trabajo,Modalidad,Fecha Contratación,Estatus,Fecha Baja
1950,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2016-10-13,Inactivo,2020-11-16
1951,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Hombre,Medio Tiempo,Remoto,2016-10-13,Activo,
1952,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Medio Tiempo,Remoto,2016-10-15,Activo,
1953,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Remoto,2016-10-16,Inactivo,2017-01-15
1954,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2016-10-17,Activo,
1955,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2016-10-20,Inactivo,2020-08-11
1956,Administrativa,Logistica,Baja California,Sin Grado,Hombre,Medio Tiempo,Presencial,2016-10-21,Inactivo,2020-09-29
1957,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Parcial,Remoto,2016-10-21,Activo,
1958,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2016-10-21,Activo,
1959,Administrativa,Ventas y Marketing,Estado de México,Sin Grado,Hombre,Medio Tiempo,Presencial,2016-10-22,Inactivo,2018-11-07
1960,Administrativa,Servicio a cliente,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2016-10-22,Inactivo,2020-07-01
1961,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2016-10-22,Inactivo,2020-09-07
1962,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Hombre,Tiempo Completo,Remoto,2016-10-23,Inactivo,2019-12-16
1963,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2016-10-23,Activo,
1964,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2016-10-24,Inactivo,2018-07-27
1965,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Remoto,2016-10-25,Activo,
1966,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2016-10-26,Activo,
1967,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Hombre,Medio Tiempo,Remoto,2016-10-27,Inactivo,2020-07-19
1968,Administrativa,Logistica,Jalisco,Sin Grado,Mujer,Parcial,Presencial,2016-10-27,Activo,
1969,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2016-10-28,Activo,
1970,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2016-10-29,Activo,
1971,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2016-10-30,Activo,
1972,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Tiempo Completo,Presencial,2016-11-01,Activo,
1973,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2016-11-01,Activo,
1974,Operativa,Ingeniería y Tecnología,Baja California,Posgrado,Hombre,Medio Tiempo,Remoto,2016-11-02,Inactivo,2020-07-30
1975,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2016-11-03,Inactivo,2020-06-29
1976,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2016-11-05,Inactivo,2020-08-23
1977,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Remoto,2016-11-05,Inactivo,2020-09-28
1978,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Hombre,Medio Tiempo,Presencial,2016-11-07,Inactivo,2020-06-02
1979,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2016-11-08,Activo,
1980,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2016-11-08,Activo,
1981,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2016-11-08,Activo,
1982,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Mujer,Parcial,Remoto,2016-11-08,Activo,
1983,Operativa,Ingeniería y Tecnología,Nuevo León,Posgrado,Hombre,Tiempo Completo,Presencial,2016-11-10,Activo,
1984,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2016-11-11,Activo,
1985,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Presencial,2016-11-12,Activo,
1986,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2016-11-12,Activo,
1987,Administrativa,Ventas y Marketing,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2016-11-12,Activo,
1988,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Remoto,2016-11-13,Inactivo,2020-02-27
1989,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2016-11-13,Activo,
1990,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2016-11-14,Activo,
1991,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Remoto,2016-11-15,Inactivo,2019-04-09
1992,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Hombre,Medio Tiempo,Presencial,2016-11-15,Activo,
1993,Administrativa,Ventas y Marketing,Estado de México,Sin Grado,Mujer,Tiempo Completo,Remoto,2016-11-18,Inactivo,2020-07-26
1994,Administrativa,Logistica,Baja California,Con Grado,Hombre,Medio Tiempo,Remoto,2016-11-19,Inactivo,2020-08-07
1995,Administrativa,Logistica,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Presencial,2016-11-21,Inactivo,2020-07-15
1996,Administrativa,Finanzas y Contabilidad,Estado de México,Posgrado,Mujer,Parcial,Presencial,2016-11-23,Inactivo,2019-04-21
1997,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2016-11-23,Inactivo,2020-02-18
1998,Administrativa,Servicio a cliente,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2016-11-23,Activo,
1999,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Tiempo Completo,Remoto,2016-11-27,Activo,
2000,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2016-11-27,Activo,
2001,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Medio Tiempo,Remoto,2016-11-28,Inactivo,2018-11-07
2002,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2016-11-28,Activo,
2003,Administrativa,Logistica,Jalisco,Sin Grado,Mujer,Tiempo Completo,Presencial,2016-11-29,Activo,
2004,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2016-11-29,Activo,
2005,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2016-12-01,Inactivo,2020-07-22
2006,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2016-12-01,Activo,
2007,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Mujer,Medio Tiempo,Presencial,2016-12-02,Activo,
2008,Administrativa,Servicio a cliente,Baja California,Sin Grado,Mujer,Tiempo Completo,Remoto,2016-12-05,Inactivo,2020-07-28
2009,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2016-12-06,Inactivo,2020-10-09
2010,Administrativa,Finanzas y Contabilidad,Estado de México,Posgrado,Mujer,Parcial,Remoto,2016-12-06,Activo,
2011,Administrativa,Ventas y Marketing,Jalisco,Sin Grado,Hombre,Tiempo Completo,Remoto,2016-12-07,Inactivo,2018-10-28
2012,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2016-12-07,Inactivo,2020-11-09
2013,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2016-12-09,Activo,
2014,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Remoto,2016-12-11,Activo,
2015,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2016-12-11,Activo,
2016,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2016-12-12,Activo,
2017,Administrativa,Recursos Humanos,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2016-12-13,Inactivo,2020-02-21
2018,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Remoto,2016-12-13,Inactivo,2020-04-07
2019,Administrativa,Ventas y Marketing,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2016-12-15,Inactivo,2020-11-05
2020,Administrativa,Logistica,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2016-12-15,Activo,
2021,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Tiempo Completo,Presencial,2016-12-16,Inactivo,2019-04-30
2022,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Parcial,Remoto,2016-12-16,Activo,
2023,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Remoto,2016-12-16,Activo,
2024,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2016-12-17,Inactivo,2019-06-05
2025,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2016-12-17,Inactivo,2020-03-30
2026,Administrativa,Logistica,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2016-12-17,Activo,
2027,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2016-12-17,Activo,
2028,Administrativa,Ventas y Marketing,Jalisco,Sin Grado,Mujer,Medio Tiempo,Remoto,2016-12-18,Inactivo,2020-06-30
2029,Operativa,Ingeniería y Tecnología,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2016-12-19,Activo,
2030,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2016-12-20,Inactivo,2017-04-07
2031,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Medio Tiempo,Presencial,2016-12-20,Activo,
2032,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2016-12-21,Activo,
2033,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Parcial,Presencial,2016-12-21,Activo,
2034,Administrativa,Ventas y Marketing,Jalisco,Con Grado,Hombre,Tiempo Completo,Remoto,2016-12-23,Inactivo,2020-06-13
2035,Administrativa,Logistica,Nuevo León,Con Grado,Mujer,Medio Tiempo,Remoto,2016-12-23,Activo,
2036,Administrativa,Ventas y Marketing,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2016-12-24,Activo,
2037,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2016-12-27,Inactivo,2018-03-27
2038,Administrativa,Ventas y Marketing,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2016-12-27,Activo,
2039,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2016-12-28,Inactivo,2017-06-24
2040,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2016-12-28,Activo,
2041,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2016-12-29,Activo,
2042,Administrativa,Recursos Humanos,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2016-12-29,Activo,
2043,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Parcial,Remoto,2016-12-29,Activo,
2044,Administrativa,Ventas y Marketing,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2016-12-30,Inactivo,2019-10-07
2045,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2016-12-30,Inactivo,2020-01-10
2046,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2016-12-30,Activo,
2047,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2016-12-31,Inactivo,2020-03-22
2048,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2016-12-31,Activo,
2049,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2017-01-01,Activo,
2050,Administrativa,Finanzas y Contabilidad,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2017-01-02,Inactivo,2020-07-04
2051,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2017-01-03,Inactivo,2018-08-17
2052,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Mujer,Medio Tiempo,Presencial,2017-01-05,Inactivo,2020-09-28
2053,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2017-01-07,Activo,
2054,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Mujer,Medio Tiempo,Presencial,2017-01-08,Inactivo,2020-06-02
2055,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Medio Tiempo,Remoto,2017-01-08,Activo,
2056,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Parcial,Remoto,2017-01-09,Activo,
2057,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Remoto,2017-01-11,Activo,
2058,Administrativa,Finanzas y Contabilidad,Jalisco,Con Grado,Mujer,Tiempo Completo,Remoto,2017-01-12,Inactivo,2019-02-04
2059,Administrativa,Logistica,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Presencial,2017-01-12,Inactivo,2020-03-20
2060,Administrativa,Ventas y Marketing,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2017-01-13,Inactivo,2018-10-22
2061,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2017-01-15,Activo,
2062,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Hombre,Tiempo Completo,Presencial,2017-01-16,Inactivo,2018-05-19
2063,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2017-01-18,Activo,
2064,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2017-01-20,Activo,
2065,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2017-01-21,Activo,
2066,Administrativa,Servicio a cliente,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2017-01-22,Inactivo,2017-08-07
2067,Administrativa,Recursos Humanos,Baja California,Posgrado,Mujer,Medio Tiempo,Remoto,2017-01-23,Activo,
2068,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Mujer,Tiempo Completo,Presencial,2017-01-26,Inactivo,2018-11-03
2069,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Presencial,2017-01-28,Inactivo,2020-05-02
2070,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Parcial,Remoto,2017-01-28,Inactivo,2020-11-18
2071,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2017-02-01,Inactivo,2017-08-19
2072,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2017-02-01,Inactivo,2018-04-21
2073,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2017-02-01,Activo,
2074,Operativa,Ingeniería y Tecnología,Nuevo León,Posgrado,Hombre,Medio Tiempo,Remoto,2017-02-02,Inactivo,2017-10-25
2075,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2017-02-02,Inactivo,2020-08-21
2076,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2017-02-03,Activo,
2077,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2017-02-04,Inactivo,2019-03-12
2078,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2017-02-05,Inactivo,2017-11-12
2079,Administrativa,Servicio a cliente,Baja California,Sin Grado,Mujer,Tiempo Completo,Remoto,2017-02-05,Activo,
2080,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2017-02-06,Inactivo,2020-05-17
2081,Administrativa,Servicio a cliente,Nuevo León,Con Grado,Hombre,Medio Tiempo,Remoto,2017-02-06,Inactivo,2020-11-08
2082,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Parcial,Remoto,2017-02-06,Activo,
2083,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2017-02-08,Activo,
2084,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2017-02-11,Activo,
2085,Administrativa,Finanzas y Contabilidad,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2017-02-13,Inactivo,2020-02-25
2086,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2017-02-13,Activo,
2087,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Parcial,Remoto,2017-02-13,Activo,
2088,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2017-02-14,Inactivo,2019-12-14
2089,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2017-02-17,Activo,
2090,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2017-02-18,Inactivo,2020-03-18
2091,Administrativa,Recursos Humanos,Jalisco,Con Grado,Mujer,Medio Tiempo,Presencial,2017-02-18,Activo,
2092,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Parcial,Presencial,2017-02-22,Inactivo,2017-07-25
2093,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2017-02-23,Activo,
2094,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2017-02-23,Activo,
2095,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2017-03-01,Inactivo,2020-10-18
2096,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2017-03-03,Inactivo,2020-09-29
2097,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2017-03-05,Activo,
2098,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Mujer,Medio Tiempo,Presencial,2017-03-05,Activo,
2099,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2017-03-07,Activo,
2100,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2017-03-07,Activo,
2101,Operativa,Ingeniería y Tecnología,Baja California,Posgrado,Hombre,Tiempo Completo,Remoto,2017-03-07,Activo,
2102,Administrativa,Logistica,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2017-03-07,Activo,
2103,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2017-03-08,Inactivo,2020-03-04
2104,Administrativa,Servicio a cliente,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2017-03-12,Activo,
2105,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2017-03-14,Activo,
2106,Administrativa,Recursos Humanos,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2017-03-14,Activo,
2107,Administrativa,Servicio a cliente,Jalisco,Con Grado,Mujer,Tiempo Completo,Remoto,2017-03-16,Inactivo,2018-05-07
2108,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Parcial,Presencial,2017-03-16,Inactivo,2018-10-20
2109,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2017-03-16,Inactivo,2020-06-11
2110,Administrativa,Ventas y Marketing,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2017-03-16,Activo,
2111,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2017-03-17,Activo,
2112,Administrativa,Logistica,Estado de México,Posgrado,Hombre,Medio Tiempo,Presencial,2017-03-19,Activo,
2113,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Remoto,2017-03-19,Activo,
2114,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2017-03-20,Activo,
2115,Administrativa,Recursos Humanos,Nuevo León,Con Grado,Mujer,Tiempo Completo,Remoto,2017-03-22,Inactivo,2018-02-24
2116,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Medio Tiempo,Remoto,2017-03-23,Activo,
2117,Administrativa,Servicio a cliente,Baja California,Sin Grado,Mujer,Tiempo Completo,Remoto,2017-03-24,Inactivo,2020-08-27
2118,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Remoto,2017-03-24,Activo,
2119,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2017-03-24,Activo,
2120,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Tiempo Completo,Presencial,2017-03-24,Activo,
2121,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2017-03-27,Inactivo,2020-07-30
2122,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2017-03-27,Activo,
2123,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2017-03-28,Activo,
2124,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2017-03-29,Activo,
2125,Administrativa,Logistica,Estado de México,Sin Grado,Mujer,Medio Tiempo,Presencial,2017-03-30,Inactivo,2020-06-13
2126,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2017-03-31,Inactivo,2020-07-10
2127,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2017-03-31,Activo,
2128,Administrativa,Ventas y Marketing,Nuevo León,Con Grado,Mujer,Parcial,Remoto,2017-03-31,Activo,
2129,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2017-04-01,Activo,
2130,Administrativa,Logistica,Nuevo León,Con Grado,Mujer,Tiempo Completo,Presencial,2017-04-01,Activo,
2131,Administrativa,Logistica,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2017-04-01,Activo,
2132,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2017-04-01,Activo,
2133,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Medio Tiempo,Remoto,2017-04-03,Inactivo,2020-04-10
2134,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2017-04-04,Inactivo,2017-06-06
2135,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Mujer,Medio Tiempo,Remoto,2017-04-05,Inactivo,2017-10-18
2136,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Presencial,2017-04-07,Activo,
2137,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2017-04-08,Activo,
2138,Administrativa,Servicio a cliente,Nuevo León,Posgrado,Mujer,Tiempo Completo,Presencial,2017-04-09,Inactivo,2018-07-17
2139,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2017-04-09,Inactivo,2020-06-25
2140,Administrativa,Ventas y Marketing,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Remoto,2017-04-10,Inactivo,2020-07-17
2141,Administrativa,Servicio a cliente,Jalisco,Sin Grado,Hombre,Medio Tiempo,Presencial,2017-04-11,Inactivo,2020-06-21
2142,Administrativa,Servicio a cliente,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2017-04-13,Inactivo,2020-11-04
2143,Administrativa,Servicio a cliente,Estado de México,Sin Grado,Hombre,Medio Tiempo,Remoto,2017-04-14,Activo,
2144,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Mujer,Tiempo Completo,Presencial,2017-04-15,Inactivo,2020-04-26
2145,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Parcial,Remoto,2017-04-15,Inactivo,2020-07-12
2146,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2017-04-16,Activo,
2147,Administrativa,Logistica,Estado de México,Sin Grado,Mujer,Medio Tiempo,Presencial,2017-04-17,Inactivo,2017-08-17
2148,Administrativa,Logistica,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2017-04-17,Inactivo,2020-02-21
2149,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2017-04-17,Activo,
2150,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2017-04-18,Inactivo,2020-10-24
2151,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Parcial,Presencial,2017-04-21,Activo,
2152,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Remoto,2017-04-23,Inactivo,2020-08-13
2153,Administrativa,Ventas y Marketing,Baja California,Sin Grado,Hombre,Medio Tiempo,Presencial,2017-04-24,Inactivo,2018-09-19
2154,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2017-04-26,Inactivo,2018-02-25
2155,Administrativa,Servicio a cliente,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2017-04-26,Activo,
2156,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Hombre,Medio Tiempo,Presencial,2017-04-27,Activo,
2157,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2017-04-28,Inactivo,2019-06-05
2158,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Presencial,2017-04-29,Inactivo,2018-04-03
2159,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Mujer,Tiempo Completo,Remoto,2017-04-29,Inactivo,2020-03-01
2160,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2017-04-29,Inactivo,2020-04-06
